trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.01, 'e': 0.02573251272635994}",30,11,35.47865309003028,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025476469946681016}",20,11,18.68516004105652,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.01, 'e': 0.025222974835227212}",25,7,29.902530038981332,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.01, 'e': 0.024972002042276155}",30,24,14.282924582143592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.024723526470339388}",25,7,23.656935943440857,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.02447752327165267}",30,18,23.591093185644393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.024233967845691113}",20,0,15.692666399266075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
374,False,"{'a': 0.01, 'e': 0.023992835836709175}",20,0,26.04227561609044,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.01, 'e': 0.023754103131304997}",30,3,2.6679211556461673,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.01, 'e': 0.023517745856009107}",35,21,23.341844473156588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.023283740374897}",30,16,24.77928079552826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02305206328722557}",20,8,18.884279576612396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.02282269142509297}",25,0,36.557712072286165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.01, 'e': 0.022595601851121864}",25,11,28.338989468396996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.02237077185616559}",20,0,23.501440227681304,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.01, 'e': 0.022148178957037315}",30,5,39.427463820981956,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.02192780089426161}",25,18,9.636055801886416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.02170961562984857}",20,0,22.603413571130318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.01, 'e': 0.021493601345089923}",25,0,40.578228547646276,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.01, 'e': 0.02127973643837717}",20,12,13.862895735813073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.021067999523041434}",20,13,15.083929702838438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.02085836942521472}",20,6,21.54255877807533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020650825181712566}",20,0,25.736627767531843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.01, 'e': 0.020445346037937653}",25,12,20.200845322462904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.02024191144580439}",20,0,28.412696052615832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.01, 'e': 0.020040501061684014}",20,2,29.667252294940546,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019841094744370288}",20,6,28.266852240996645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.019643672553065292}",20,13,10.394082724536151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01944821474538539}",20,0,25.950326058395124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.01, 'e': 0.01925470177538692}",25,0,12.868789258506277,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
397,False,"{'a': 0.01, 'e': 0.019063114291611637}",20,6,23.076375060193296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018873433135151486}",25,11,23.936978897295596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.018685639337732773}",20,10,19.262471290886054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.018499714119819242}",30,12,1.1013719781443032,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.01831563888873418}",25,11,-17.632065606047355,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.01, 'e': 0.018133395236801075}",30,6,42.423453148122036,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01795296493950285}",25,20,9.453199001399764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.01777432995365944}",20,8,23.700179302539574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017597472415623393}",20,16,5.908457809414368,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.017422374639493515}",25,11,-0.3271948504138893,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.017249019115346265}",30,17,25.51130366067885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.017077388507484793}",30,19,17.13182965005888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.01, 'e': 0.01690746565270528}",20,0,27.17248676631793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.01, 'e': 0.016739233558580632}",25,6,14.631686037677442,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.01, 'e': 0.016572675401761255}",25,2,36.937716235747565,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.016407774526292645}",25,8,15.128857075358818,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.01624451444194987}",20,10,15.571453264083889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.016082878822588433}",30,18,17.692549740621867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015922851504511698}",35,0,45.37290013844446,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.01, 'e': 0.015764416484854486}",20,7,24.412616982012054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.01560755791998283}",25,6,-15.160496933377168,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
418,False,"{'a': 0.01, 'e': 0.015452260123909515}",20,11,16.784056659991837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.015298507566725518}",30,0,45.15645358469525,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.01, 'e': 0.01514628487304698}",30,0,45.11967791910522,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
421,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,5,21.499104106048676,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014846368338086832}",25,20,8.423813708908153,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014698644504901784}",25,8,23.907356037943075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.014552390548416123}",20,14,10.409003188088455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.01440759184311235}",30,19,19.999597340814827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014264233908999256}",25,0,25.50182035612034,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.01, 'e': 0.014122302410163962}",20,10,16.38809696141348,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013981783153338296}",20,3,25.32528140074137,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013842662086479501}",25,0,34.18051710705967,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
430,False,"{'a': 0.01, 'e': 0.013704925297364945}",25,14,19.33856945689144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013568559012200934}",20,7,20.095829403028475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013433549594245302}",30,0,-4.4977709828794135,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
433,False,"{'a': 0.01, 'e': 0.013299883542443767}",20,14,12.979717209099235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013167547490079751}",20,16,6.982861528502312,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.013036528203437736}",25,17,7.11759406845577,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.012906812580479862}",25,0,33.97846511238941,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.01, 'e': 0.01277838764953576}",20,0,-2.3590770539969257,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
438,False,"{'a': 0.01, 'e': 0.012651240568005305}",20,0,29.706043686099985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.01, 'e': 0.012525358621074385}",25,13,25.503718555667174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.012400729220443406}",20,4,24.65783383745116,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012277339903068436}",25,11,25.283724156943386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012155178329914935}",30,13,23.444682294966526,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.012034232284723775}",25,3,28.194285459932562,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011914489672789647}",20,14,13.163927024677491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011795938519751562}",25,4,31.712111701703247,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011678566970395442}",30,14,22.859697000080992,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.011562363287468536}",20,0,24.585599464723735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.01, 'e': 0.01144731585050571}",20,14,9.419354925697705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011333413154667387}",30,12,36.72316453877833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.011220643809589084}",25,13,25.50993322856883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.011108996538242306}",20,0,31.122071582112454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.01, 'e': 0.010998460175806881}",25,19,3.096413019159437,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.01088902366855444}",30,16,29.19049718221894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010780676072743084}",20,1,27.376184188879385,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010673406553522925}",20,7,21.031906231851437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010567204383852655}",30,0,29.445761952065222,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
457,False,"{'a': 0.01, 'e': 0.010462058943426795}",25,0,39.58303550533462,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.01, 'e': 0.010357959717613696}",20,11,14.47424542628207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,6,24.198339483554065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010152858373369763}",20,0,30.09301146653826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.01, 'e': 0.010051835744633576}",20,16,8.09398482921334,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.00995181830784842}",25,0,40.13435228304638,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,13,11.667205053047253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,10.178639424132774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,10,21.701175230997176,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,13,27.285204829372383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,0,40.13420980681596,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",30,21,12.30581153729012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,22,10.227831495312504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,22.43125937866804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,10,16.654894180604444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,29.387849175089137,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
